"vote","black","hisp","pid7","income","age","educ_attain"
0,1,0,2,11,29,4
1,0,0,6,25,73,5
1,0,0,7,26,43,4
0,0,0,3,11,45,4
1,0,0,4,17,48,5
0,0,0,2,27,49,4
0,0,0,1,5,89,2
1,0,0,6,21,59,3
1,0,0,7,1,23,3
1,0,0,7,12,88,1
1,0,0,4,3,61,2
0,0,0,1,9,31,3
1,0,0,7,3,22,1
0,0,0,1,25,27,4
1,0,0,6,23,32,3
1,0,0,4,5,47,3
1,0,0,4,25,24,4
0,1,0,1,16,74,3
0,0,0,6,17,78,5
1,0,0,4,24,76,2
0,1,0,6,27,66,4
1,0,0,7,25,52,4
0,0,0,1,15,67,5
1,0,0,7,11,71,4
0,0,1,4,7,35,1
1,0,0,7,11,68,2
0,0,1,4,5,66,2
0,1,0,1,6,19,1
0,1,0,2,3,52,3
1,0,0,7,24,78,5
1,0,0,7,12,59,2
0,0,1,1,25,47,4
0,0,0,1,20,66,4
0,0,0,1,19,32,4
1,0,0,5,21,69,4
0,1,0,1,26,41,5
1,0,0,7,24,39,3
1,0,0,7,28,52,4
1,0,0,5,7,53,3
0,0,0,2,13,86,1
1,0,0,6,12,24,4
0,1,0,1,17,62,5
1,0,0,5,22,73,4
0,0,0,2,28,20,3
0,0,1,2,12,30,3
1,0,0,6,14,27,4
0,0,0,2,16,26,4
1,0,0,5,21,48,3
0,0,0,1,23,48,4
1,1,0,2,21,68,5
1,0,0,7,23,29,4
0,0,0,3,18,84,4
0,0,0,1,28,66,5
1,0,0,4,16,71,3
1,0,0,6,23,56,4
0,0,0,1,27,58,4
0,0,1,2,20,34,1
0,0,0,5,27,43,5
0,0,0,1,17,57,3
1,0,0,4,23,61,3
0,0,0,4,21,62,2
1,0,0,7,13,49,3
0,0,0,2,2,26,3
0,0,0,6,28,31,5
0,1,0,1,2,27,3
1,0,0,5,12,73,2
0,0,0,1,4,57,1
0,0,0,1,11,78,4
1,0,0,7,19,38,5
0,0,0,3,20,55,4
1,0,0,7,19,53,3
1,0,0,5,22,40,3
1,0,0,4,25,67,5
1,0,0,7,20,41,3
0,0,0,2,14,27,3
0,0,0,6,24,53,3
0,0,0,6,5,30,3
0,1,0,1,7,61,2
1,0,0,7,23,66,2
1,0,0,7,17,35,4
0,0,1,4,24,26,4
1,0,0,6,24,70,4
0,0,1,7,1,27,2
0,0,1,1,21,80,4
1,0,0,4,26,39,4
0,0,0,4,28,66,5
1,0,0,2,17,29,3
0,0,0,3,25,33,4
1,0,0,6,27,60,4
0,0,0,3,5,25,5
1,0,0,7,26,59,4
0,0,0,1,3,22,4
1,0,0,6,3,50,3
0,0,0,1,14,51,4
0,0,0,1,11,63,3
1,0,0,7,14,75,3
1,0,0,6,27,68,3
0,0,0,1,25,56,4
1,0,0,7,23,48,4
0,0,0,4,17,65,4
0,0,0,1,14,56,4
0,0,0,1,17,70,1
0,0,1,4,24,61,4
1,0,0,4,24,71,4
1,0,0,7,23,33,5
1,0,1,7,4,69,3
0,1,0,3,26,62,5
1,0,0,7,17,62,3
1,0,0,3,13,64,3
0,0,0,1,25,54,3
0,0,0,2,17,60,5
0,1,0,1,15,37,5
0,0,0,1,27,22,3
1,0,0,4,22,53,2
0,0,0,6,23,75,4
0,0,0,7,21,73,3
0,1,0,2,27,58,5
1,0,0,7,25,53,4
0,0,0,1,19,28,5
0,0,1,1,13,72,5
1,0,0,6,23,27,3
0,0,0,1,24,36,5
0,1,0,1,5,83,3
1,0,0,7,28,78,5
0,0,0,4,21,66,5
1,0,0,7,14,68,4
0,0,1,3,8,29,2
1,0,0,7,23,50,3
0,0,0,1,5,39,5
0,0,0,1,23,22,2
1,0,0,7,25,35,2
1,0,0,7,23,56,4
0,0,0,1,19,60,4
0,0,0,1,3,70,3
0,0,0,2,14,31,3
1,0,0,4,1,56,5
0,1,0,2,9,56,3
0,0,0,3,1,20,2
0,0,0,1,21,72,5
1,0,0,5,24,61,3
0,0,0,2,25,48,5
0,0,1,1,11,27,1
1,0,0,5,16,81,2
0,0,0,2,21,60,3
1,0,0,7,10,74,2
0,0,1,4,14,64,3
1,0,0,7,14,45,3
1,0,0,7,18,81,4
0,0,0,2,12,71,3
1,0,0,4,9,66,2
1,0,0,7,27,56,2
1,0,0,2,7,77,1
1,0,0,7,15,33,4
1,0,0,6,22,30,5
1,0,0,6,15,50,3
0,1,0,1,17,37,3
1,1,0,6,19,70,4
0,0,0,3,10,42,4
1,0,0,7,7,80,4
0,0,0,3,2,30,1
0,0,0,1,3,50,4
0,1,0,4,12,55,3
0,0,0,2,27,70,4
0,0,0,1,28,74,5
0,1,0,1,17,69,5
1,0,0,5,7,82,3
1,0,0,7,15,70,5
1,0,0,4,21,25,3
0,0,0,6,21,39,4
0,0,0,3,14,25,4
1,0,0,2,12,42,3
0,1,0,1,2,76,2
1,0,0,7,14,56,2
0,0,0,4,23,63,5
1,0,0,7,15,87,2
1,0,0,5,20,45,4
0,0,0,3,26,34,4
1,0,0,2,11,65,2
1,0,0,7,21,40,3
0,0,0,3,22,55,5
1,0,0,5,27,62,5
0,0,0,2,22,60,4
1,0,0,5,20,49,2
0,1,0,4,2,42,2
0,1,0,1,23,37,4
1,0,0,6,18,54,4
1,0,0,5,9,70,3
0,0,0,4,28,20,3
1,0,0,7,27,48,4
1,0,0,7,11,58,3
0,0,0,3,24,32,4
1,0,0,6,22,28,4
0,0,0,1,1,78,5
0,0,0,2,26,63,5
0,0,0,1,4,54,3
0,0,0,1,12,58,2
0,0,0,2,26,81,2
1,0,0,7,26,59,3
1,0,0,7,15,60,3
0,1,0,1,23,41,5
1,0,1,7,27,34,4
1,0,0,7,21,72,5
0,0,0,3,23,58,4
0,0,0,1,15,54,4
1,0,0,4,24,63,3
1,0,0,7,25,64,4
0,0,0,1,24,56,3
1,0,0,7,2,51,3
0,0,0,2,13,63,3
0,0,0,1,22,39,5
0,0,0,1,16,53,4
0,1,0,1,1,63,4
1,0,0,6,22,55,5
1,0,0,6,24,55,1
1,0,0,1,5,68,1
0,0,0,6,1,88,3
1,0,1,7,12,76,4
1,0,0,6,11,44,3
0,0,0,3,19,39,3
0,0,0,3,19,47,3
0,0,0,1,17,67,3
0,0,0,3,3,19,2
1,0,0,4,22,51,3
0,0,1,1,1,46,2
1,0,0,7,3,57,2
0,0,0,1,9,61,4
0,0,0,2,27,56,3
1,0,0,7,7,37,2
0,0,0,3,26,55,5
1,0,0,6,27,32,5
1,0,0,4,25,54,3
1,0,0,7,18,61,3
0,1,0,1,2,31,3
0,0,0,1,12,28,4
0,0,0,1,28,53,5
0,1,0,1,2,53,3
1,0,0,7,14,35,2
0,1,0,1,6,31,2
0,0,0,2,12,35,2
1,0,0,7,28,28,2
0,0,0,3,9,42,3
0,0,0,2,21,52,3
0,1,0,1,21,63,3
1,0,0,7,26,56,3
1,0,0,6,21,58,3
0,0,0,1,26,58,5
0,0,0,6,26,22,4
0,0,0,3,21,23,4
0,0,0,1,28,45,5
1,0,0,5,25,49,3
1,0,1,4,28,44,5
0,0,1,1,10,59,4
0,0,0,1,0,54,4
0,0,0,3,18,76,5
1,0,0,7,1,42,5
0,1,0,1,2,55,3
1,0,0,3,22,55,3
1,0,0,5,21,47,3
0,0,0,3,10,71,3
1,0,0,7,12,55,3
1,0,0,7,18,40,2
0,0,0,6,14,45,5
0,0,0,2,19,62,3
0,0,0,4,28,45,4
0,1,0,1,14,28,5
1,0,0,7,27,55,5
0,0,0,1,19,38,2
0,0,0,2,15,48,4
0,0,0,1,11,59,5
0,0,0,1,15,30,1
1,0,1,4,20,61,3
1,0,0,6,12,51,4
0,1,0,2,13,25,4
0,0,1,1,11,66,5
0,0,0,1,12,26,4
1,0,0,6,15,65,2
0,0,0,3,25,66,5
1,0,0,7,17,68,2
0,0,0,3,8,71,5
0,0,0,3,9,20,1
0,0,0,1,0,51,5
1,0,0,3,19,68,2
1,0,0,7,13,26,4
0,0,0,1,27,27,4
1,0,0,2,1,54,2
1,0,0,7,15,49,3
0,0,0,3,10,73,5
1,0,0,6,18,41,3
1,0,0,6,17,58,3
0,0,0,1,23,32,5
0,0,1,3,13,41,3
0,0,0,2,25,28,5
0,0,0,5,27,59,4
0,0,1,1,1,21,3
1,0,0,7,17,36,3
1,0,0,6,22,21,2
0,0,1,1,24,64,4
1,0,0,7,21,61,5
0,1,0,5,5,74,1
1,0,0,1,1,36,3
0,0,1,3,1,46,3
1,0,0,7,17,29,3
0,0,0,1,5,61,3
0,0,0,6,23,49,5
1,0,0,4,5,58,2
0,0,1,1,17,65,2
1,0,0,5,9,72,3
0,0,0,2,27,68,5
0,0,0,3,5,71,5
1,0,0,5,14,51,3
1,0,0,2,2,58,3
1,0,0,7,13,66,2
0,0,0,3,15,62,3
0,1,0,2,12,33,3
1,0,0,4,16,39,5
0,0,0,5,2,20,4
1,0,0,5,11,60,3
1,0,0,7,15,48,3
0,0,0,2,11,30,5
0,0,0,1,14,35,5
1,0,0,7,11,62,2
0,0,0,2,26,49,4
1,0,0,6,1,57,2
0,0,0,1,1,21,2
1,0,0,6,9,23,2
1,0,0,4,15,42,3
0,0,0,1,2,35,1
0,0,1,2,26,40,3
1,0,0,7,1,59,4
0,0,0,3,7,38,1
1,0,0,6,21,26,4
0,1,0,4,1,32,1
0,0,0,2,14,30,3
1,0,0,4,14,70,3
0,0,0,1,26,47,4
1,1,0,5,1,18,1
1,1,0,7,1,55,3
1,0,0,6,23,37,5
1,0,0,7,22,76,3
1,0,0,6,21,62,3
0,0,0,4,28,55,5
0,0,0,2,18,28,3
1,0,0,7,9,70,4
0,0,0,2,26,43,5
0,0,0,1,26,52,5
0,0,1,4,4,18,1
0,0,0,1,23,66,5
1,0,0,7,20,33,4
0,0,0,2,26,51,4
0,0,0,1,23,31,4
1,0,0,7,20,77,3
1,0,0,6,25,46,3
1,0,0,7,11,61,2
0,1,0,1,24,66,4
0,0,0,1,15,64,4
0,0,0,1,12,63,3
1,0,0,2,21,55,3
0,0,0,2,25,45,5
0,0,0,1,9,59,4
0,1,0,3,9,42,3
1,0,0,4,5,47,2
0,0,0,1,17,63,2
0,0,0,1,7,57,3
0,0,1,1,14,76,1
1,0,0,7,17,63,3
1,0,0,6,21,29,4
1,0,0,7,9,75,3
0,0,0,2,11,29,4
1,0,0,7,17,35,2
0,0,0,2,16,62,3
0,0,0,1,27,43,3
1,0,0,7,25,72,3
1,0,0,6,25,36,3
0,0,0,3,12,89,4
0,0,1,5,26,24,5
0,0,0,5,18,48,3
0,1,0,2,15,44,4
0,0,0,3,8,23,4
1,0,0,6,25,48,4
0,0,0,3,27,58,5
1,0,0,7,4,62,3
1,0,0,7,26,76,4
1,0,0,7,2,67,1
1,0,0,5,24,70,3
0,0,0,3,22,33,4
1,0,0,6,20,27,4
0,0,0,1,12,67,3
0,0,0,1,25,65,4
1,0,0,7,24,39,3
1,0,0,4,21,57,4
1,0,0,4,1,46,3
0,0,0,3,26,63,5
1,0,0,7,26,77,5
0,1,0,2,6,19,3
0,1,0,7,17,36,4
0,0,0,1,13,56,5
0,0,0,2,3,43,3
0,1,0,2,17,58,4
1,0,0,7,15,57,3
1,0,0,7,26,53,4
0,0,1,6,24,75,5
0,0,0,1,28,79,5
0,0,0,2,21,59,5
0,0,0,1,9,32,3
0,0,1,1,11,42,3
1,0,0,7,19,58,5
0,1,0,1,22,31,4
1,0,1,6,25,41,5
0,0,0,5,17,54,5
0,0,0,1,27,64,2
0,0,0,1,25,52,3
0,0,0,3,14,32,4
1,0,0,7,23,68,3
0,0,0,1,12,46,3
1,0,0,7,25,58,1
0,0,1,2,21,40,3
1,0,0,4,1,81,1
0,0,0,1,22,34,5
1,0,0,7,28,37,5
0,0,0,1,11,51,3
0,0,0,2,22,50,4
1,0,0,4,23,37,4
1,0,0,7,19,55,3
1,0,0,1,2,55,2
1,0,0,5,15,62,3
0,0,0,2,11,53,3
1,0,0,7,23,53,2
0,1,0,1,25,51,5
0,0,1,1,3,60,1
0,0,0,4,6,68,1
0,0,0,3,15,31,5
1,0,0,6,25,32,3
0,0,0,3,28,76,5
0,0,0,2,27,51,5
1,0,0,7,15,59,4
0,0,1,2,21,38,2
0,0,0,1,7,75,2
0,1,0,3,2,27,3
0,0,1,4,21,42,5
1,0,0,6,13,64,4
0,0,0,1,4,49,3
0,0,0,1,21,78,2
0,0,0,1,20,67,4
1,0,0,7,25,52,4
1,0,0,6,15,24,3
0,0,1,1,28,78,4
1,0,0,7,24,58,3
0,0,0,1,5,88,2
0,1,0,1,17,73,3
0,0,0,3,12,34,5
0,0,0,4,9,72,3
1,0,0,7,13,35,3
0,0,0,1,27,47,4
0,0,0,1,26,68,4
1,0,0,7,22,43,4
1,0,0,2,2,60,3
1,0,0,7,3,40,4
0,0,0,1,28,60,5
1,0,0,5,15,32,4
1,0,0,5,26,43,4
1,0,0,5,2,63,3
1,0,0,4,7,56,4
1,0,0,2,24,66,3
0,0,0,1,20,80,3
0,0,0,3,11,56,3
1,0,0,6,15,58,3
1,0,0,6,2,62,1
1,0,0,7,24,61,3
0,0,0,1,26,74,5
0,0,0,4,12,73,3
0,0,0,4,1,39,2
1,0,1,2,24,34,1
0,0,0,2,20,53,1
0,0,0,1,20,76,2
1,0,0,6,20,35,4
1,0,0,4,11,67,5
1,0,0,7,27,62,4
1,0,0,4,5,60,2
0,1,0,1,12,59,1
1,0,0,5,16,47,4
1,0,0,6,27,76,5
1,0,0,2,27,51,3
1,0,0,7,27,63,3
0,0,0,3,23,61,4
0,0,1,2,2,31,3
1,0,0,7,17,39,4
0,0,1,2,3,52,3
0,0,0,4,22,57,5
1,0,0,7,13,79,4
1,0,0,7,17,80,3
1,0,0,5,28,70,5
0,1,0,2,13,62,2
1,0,0,7,23,77,4
1,0,0,5,11,77,2
1,0,0,6,23,32,4
0,0,0,1,22,43,4
1,0,0,5,12,82,5
0,0,1,1,1,49,1
1,0,1,1,1,48,4
0,1,0,1,24,27,3
0,0,0,1,17,45,4
0,0,0,1,13,60,4
0,1,0,6,11,47,2
0,0,1,2,9,26,3
0,1,0,1,17,57,3
0,0,0,3,27,37,5
0,0,0,6,21,66,2
0,0,0,6,17,65,2
1,0,0,4,19,59,2
0,0,0,4,11,69,2
1,0,0,2,14,69,3
0,0,1,2,7,26,3
0,0,1,2,7,19,3
0,0,0,3,27,56,5
0,0,1,1,15,32,2
1,0,0,7,26,61,5
0,0,0,1,1,68,5
0,1,0,2,6,26,3
1,0,0,7,21,46,3
1,0,0,4,1,47,3
1,0,0,6,15,40,3
1,0,0,7,28,37,5
0,0,1,1,18,58,1
0,0,0,3,13,54,4
0,0,0,2,18,39,2
1,0,0,7,18,43,5
0,0,1,1,5,20,2
0,0,0,1,9,26,4
0,0,0,1,7,59,2
0,0,0,1,28,65,5
1,0,0,7,19,57,2
0,0,0,1,17,24,3
1,0,1,6,6,30,3
1,1,0,2,9,58,3
1,0,0,6,10,78,3
0,0,0,1,24,72,4
0,0,0,6,14,55,2
0,0,0,2,26,47,4
0,0,0,3,16,41,5
0,1,0,2,11,39,2
1,0,0,3,1,19,3
0,1,0,7,9,59,3
1,0,0,6,19,48,4
1,0,0,7,17,80,2
1,0,0,7,13,71,1
0,0,0,3,20,53,3
0,1,0,1,12,30,3
1,0,0,5,24,72,5
1,0,0,6,7,68,3
1,0,0,5,17,55,2
0,0,0,6,21,43,4
1,0,0,7,11,31,3
1,0,0,3,24,54,4
1,0,0,7,7,22,2
0,0,0,1,27,65,4
0,0,0,1,19,28,4
0,1,0,7,3,21,3
1,0,0,7,19,63,3
1,0,0,7,14,66,2
0,1,0,2,16,42,2
0,0,0,1,11,19,2
0,0,0,3,27,34,4
1,0,0,6,7,27,3
0,0,0,3,5,23,4
1,0,0,7,27,49,3
0,0,0,1,23,33,5
0,0,0,2,22,58,3
1,0,0,4,19,59,3
0,0,0,4,20,44,5
0,1,0,1,14,65,4
1,0,0,7,14,56,2
1,0,0,7,21,67,5
0,1,0,1,15,58,4
0,1,0,1,5,37,1
1,0,0,7,18,27,3
0,0,0,3,11,30,3
0,0,0,1,20,78,5
0,0,0,1,14,26,4
0,0,0,3,19,70,5
0,0,0,3,1,63,3
1,0,0,7,1,67,3
1,0,0,4,24,38,5
0,0,0,4,26,59,4
0,0,0,4,13,86,1
1,0,0,7,23,45,3
0,1,0,1,2,63,3
1,0,0,2,15,73,3
0,0,0,4,13,55,1
1,0,0,2,1,47,3
1,0,0,6,20,69,4
0,1,0,1,3,41,3
0,1,0,1,3,67,3
1,0,0,7,19,54,4
1,0,0,7,23,52,2
0,1,0,2,1,50,3
1,0,0,5,14,56,5
0,0,0,1,23,70,5
0,1,0,1,6,46,2
1,0,0,7,18,34,3
1,0,0,7,12,73,4
0,0,0,1,25,60,4
1,0,0,7,15,58,2
0,0,1,1,13,29,2
1,0,0,6,19,31,3
1,0,0,5,22,44,4
1,0,0,5,21,61,3
1,0,0,7,22,58,2
0,0,0,6,19,40,4
1,0,0,2,19,61,3
0,0,0,2,24,56,5
0,0,0,2,26,18,3
0,0,0,3,21,26,3
0,0,0,3,7,59,4
0,0,0,1,6,59,2
0,0,0,1,12,38,3
1,1,0,6,1,32,3
1,0,0,7,19,45,3
0,0,0,1,28,20,3
1,0,0,7,28,46,5
0,0,1,2,23,58,2
1,0,0,7,26,73,3
1,0,0,5,22,39,4
1,0,0,5,12,40,3
0,0,0,1,16,67,2
0,1,0,2,1,23,2
0,1,0,2,8,27,3
0,0,0,1,23,55,5
0,1,0,1,20,54,3
0,1,0,1,15,36,3
0,0,0,1,1,65,3
0,0,0,1,21,66,4
0,0,0,1,24,45,5
1,0,0,6,15,77,2
1,0,0,6,11,50,4
0,0,0,4,11,28,1
0,0,0,3,17,49,3
1,0,0,7,23,70,2
0,0,1,1,4,33,3
0,0,0,3,17,24,4
0,0,0,3,24,37,4
0,0,0,2,27,50,2
0,0,0,3,17,41,3
0,0,1,1,12,76,1
0,1,0,2,15,26,5
0,0,0,1,17,44,4
0,0,0,1,12,71,2
0,0,0,1,24,37,5
1,0,0,7,17,54,3
0,0,0,2,25,58,3
1,0,0,4,24,40,4
1,0,0,4,18,43,3
1,0,0,7,6,72,3
1,0,0,4,26,42,5
0,0,0,4,23,45,3
1,0,0,7,11,68,4
0,0,1,2,11,43,2
1,0,0,5,14,35,3
1,0,1,4,1,20,3
1,0,0,2,20,48,3
1,0,0,5,14,40,3
1,0,0,5,20,64,3
0,0,0,2,16,66,5
1,0,0,5,1,28,3
0,0,0,4,14,30,4
1,0,0,7,5,56,3
0,0,0,5,24,43,5
0,0,0,2,16,66,2
0,0,1,1,10,79,3
0,0,0,1,25,81,5
0,0,0,6,27,58,5
0,0,0,1,15,59,1
0,0,0,1,12,67,3
0,0,1,6,21,67,3
0,0,0,1,23,70,5
0,0,0,1,9,20,3
0,0,0,2,7,26,3
1,0,0,7,11,60,4
0,0,0,1,14,43,2
1,0,0,7,25,61,4
1,0,0,7,15,46,4
0,0,1,3,17,40,3
0,0,0,1,11,63,3
0,0,0,1,0,61,4
0,0,0,1,9,35,3
1,0,0,4,9,19,1
0,0,0,1,14,47,3
0,0,0,1,26,51,5
1,0,0,6,7,27,3
0,0,0,2,15,29,4
0,0,0,3,27,31,3
0,0,1,1,11,18,1
0,1,0,4,27,60,3
1,0,0,6,9,34,2
1,0,0,4,17,61,3
1,0,0,7,15,80,2
0,0,0,3,7,22,3
1,0,0,7,21,75,4
0,1,0,1,7,52,3
0,1,0,1,13,22,2
1,0,0,5,15,39,5
0,0,0,3,16,58,5
1,0,0,6,27,39,1
1,0,0,7,23,57,3
0,0,0,3,25,35,5
1,0,0,5,26,49,5
1,0,1,7,1,38,1
0,1,0,1,2,63,4
1,0,0,5,25,57,3
0,0,0,1,18,26,3
0,0,0,4,19,70,4
1,0,0,5,9,33,3
1,0,0,7,10,84,1
0,0,0,2,12,24,4
0,0,0,3,14,33,2
0,0,0,3,24,60,3
1,0,0,5,1,81,5
0,0,0,3,12,27,3
1,0,0,4,11,41,3
0,1,0,1,11,47,3
0,0,0,1,19,73,5
0,1,0,1,17,28,5
1,0,0,7,25,73,1
0,0,0,2,20,43,4
0,0,0,2,4,29,5
1,0,0,6,25,29,4
0,0,0,1,11,72,4
1,0,0,5,11,74,4
1,0,0,7,7,22,3
0,1,0,3,25,62,3
0,0,0,2,1,79,3
0,1,0,2,22,58,5
0,0,0,2,3,59,4
1,0,0,6,11,39,3
1,0,0,7,13,47,4
0,0,0,2,22,56,3
0,0,0,2,8,24,2
0,0,0,1,24,69,5
0,0,0,5,24,57,3
1,0,0,6,21,72,5
1,0,0,7,23,29,3
0,0,0,1,23,39,5
0,0,1,1,2,35,1
1,0,0,5,13,64,2
0,0,0,1,14,60,3
1,0,1,7,14,24,3
0,0,0,1,1,58,2
0,0,0,2,25,35,4
1,0,1,5,1,68,1
0,1,0,1,17,32,4
0,0,0,1,26,34,5
0,0,0,3,11,65,3
1,0,0,5,22,35,4
1,0,0,7,14,41,2
1,0,0,7,15,60,3
0,0,0,1,16,57,3
0,0,0,2,19,60,5
1,0,0,5,15,51,3
1,0,0,5,7,61,3
0,0,0,3,20,65,3
1,0,0,6,25,66,4
0,0,0,6,17,40,5
0,0,0,1,5,40,2
1,0,0,6,17,24,2
1,0,0,7,6,43,3
1,0,0,5,17,73,3
0,1,0,1,24,55,3
1,0,0,5,15,32,3
1,0,0,7,25,55,3
1,0,0,5,3,69,3
1,0,0,4,11,45,3
0,0,0,1,12,53,5
0,0,0,6,21,55,4
1,0,0,4,19,32,2
1,0,0,7,7,71,5
1,0,0,2,11,30,2
1,0,0,7,15,86,3
1,0,0,5,3,70,3
1,0,0,7,27,43,3
0,0,0,1,28,54,4
0,1,0,1,1,47,2
1,0,0,7,1,51,5
0,0,1,2,0,24,2
0,0,0,4,13,58,5
1,0,0,6,11,79,1
1,0,0,7,25,47,4
0,0,1,4,23,22,3
0,0,0,2,13,32,4
0,0,0,2,12,37,3
0,0,0,1,17,38,4
1,0,0,7,22,38,2
0,0,0,1,7,23,2
0,0,0,1,14,32,3
0,0,1,1,1,74,1
0,0,0,1,18,53,3
1,0,0,5,23,67,3
0,0,0,1,15,28,5
0,0,0,2,15,43,4
1,0,0,4,12,28,3
0,0,0,2,11,21,3
0,0,0,3,27,59,5
1,0,0,6,20,49,3
1,0,0,7,7,20,2
0,1,0,1,1,47,3
0,1,0,1,2,45,3
1,0,0,7,12,85,2
1,0,0,5,26,51,5
0,0,0,1,23,32,3
0,0,0,1,24,68,3
0,0,0,3,11,43,4
0,0,0,3,26,31,5
1,0,0,6,10,35,3
0,0,0,1,18,30,4
0,0,0,2,23,45,5
1,0,0,6,22,80,3
1,0,0,3,10,44,3
1,0,0,7,13,39,3
1,0,0,7,21,56,1
1,0,0,5,6,23,3
1,0,0,7,7,59,2
1,0,0,3,21,25,2
0,0,0,1,14,54,2
1,0,0,6,28,52,5
1,0,0,5,1,45,3
1,0,0,5,15,59,3
1,0,0,5,11,78,5
0,1,0,2,14,30,5
1,0,0,2,26,58,3
1,0,0,7,4,61,2
0,0,0,3,12,51,3
0,0,0,2,11,22,3
1,0,0,7,15,33,4
1,0,0,5,21,27,2
0,0,0,3,23,64,4
0,1,0,1,1,59,3
1,0,0,6,24,55,4
1,0,0,6,8,42,3
1,0,0,4,11,72,2
1,0,1,6,25,37,3
0,0,0,4,6,29,3
1,0,0,5,9,32,3
0,1,0,1,13,41,2
1,0,0,7,20,65,1
1,0,0,6,21,77,4
1,0,0,7,22,67,4
0,0,0,2,24,54,5
0,0,0,1,12,39,2
1,0,0,5,24,20,3
0,0,1,1,22,41,2
0,1,0,2,25,36,4
1,0,0,2,13,60,3
1,0,0,5,26,60,2
1,0,0,7,7,33,4
0,0,0,1,24,56,2
0,1,0,1,1,46,4
1,0,0,5,7,67,3
1,0,0,5,27,22,2
1,0,0,6,13,30,4
1,0,0,7,15,63,4
0,0,0,2,9,68,2
1,0,0,7,24,75,3
0,0,0,1,27,41,5
1,0,0,3,20,39,4
1,0,0,7,20,64,5
0,0,0,1,17,36,3
0,0,1,1,11,63,4
0,0,0,1,27,67,5
1,0,0,6,20,61,4
1,0,0,6,23,54,3
1,0,0,7,23,64,3
0,0,0,3,20,32,4
1,0,0,7,23,69,4
1,0,0,5,8,53,3
1,0,0,7,25,75,2
0,0,0,1,20,59,4
0,0,0,6,16,68,1
0,0,0,1,25,35,5
0,0,0,1,15,24,1
1,0,0,7,15,72,3
1,0,0,5,14,47,3
0,0,0,6,25,69,4
0,0,0,2,2,39,3
1,0,0,6,24,51,4
1,0,0,7,18,45,3
0,0,0,1,13,52,4
0,0,0,2,8,61,4
0,0,0,3,16,74,5
1,0,0,7,1,67,4
0,0,0,6,24,64,5
0,0,0,4,11,69,3
0,1,0,1,4,53,3
1,0,0,6,10,74,4
1,0,0,7,13,65,2
0,0,0,1,15,47,5
0,1,0,1,17,34,5
1,0,0,7,14,44,2
0,0,1,2,17,37,4
1,0,0,6,21,33,3
1,0,0,7,2,67,2
0,0,0,2,26,49,5
1,0,0,7,14,48,4
1,0,0,6,3,67,3
1,0,0,7,25,55,3
1,0,0,5,19,35,1
0,1,0,1,2,61,2
0,0,1,1,15,43,3
1,0,1,7,1,23,1
1,0,0,6,19,58,3
0,0,0,1,13,59,3
1,0,0,7,3,65,3
0,0,0,1,17,82,4
1,0,0,7,21,36,4
0,0,0,2,25,38,5
1,0,0,5,19,54,2
0,0,1,1,12,26,3
1,0,0,7,15,34,3
0,0,0,1,23,49,4
0,0,0,7,5,42,4
1,0,0,1,6,52,2
0,0,0,2,16,21,3
0,0,0,1,21,37,4
0,1,0,1,1,39,3
0,0,0,6,21,52,4
